Index,p0,p1,p2,p3,camber_0.03,camber_0.2,camber_0.4,camber_0.6,camber_0.8,U10_a0_OF_cl,U10_a0_OF_cd,U10_a1_OF_cl,U10_a1_OF_cd,U10_a3_OF_cl,U10_a3_OF_cd
5888,-0.001455,0.067273,0.010405,0.040548,-9.5e-05,0.012751,0.029925,0.028502,0.0207,0.434066,0.001723,0.621514,0.000796,0.811417,0.028167
5889,0.000288,0.066638,0.009033,0.043108,0.000121,0.013345,0.029366,0.029022,0.021193,0.431965,0.002215,0.628519,0.001008,0.812374,0.02871
5890,-0.000678,0.068027,0.010387,0.040987,6e-06,0.013227,0.030224,0.028666,0.020788,0.435242,0.001906,0.624298,0.000867,0.812777,0.02865
5891,0.002739,0.066984,0.010926,0.041642,0.000431,0.014483,0.030136,0.029065,0.020929,0.441309,0.002217,0.637573,0.000417,0.811729,0.029613
5892,0.000266,0.065172,0.010915,0.042335,0.000113,0.01308,0.029394,0.029302,0.021069,0.43977,0.001837,0.630752,0.000811,0.815277,0.027989
5893,-6.6e-05,0.0677,0.011283,0.046658,8.1e-05,0.013438,0.030447,0.03104,0.021946,0.448788,0.001926,0.637516,0.001004,0.82007,0.028269
5894,-0.002588,0.066814,0.007141,0.039048,-0.000239,0.012127,0.028721,0.026936,0.020343,0.41794,0.001892,0.610168,0.000923,0.802974,0.028242
5895,0.000373,0.069026,0.010186,0.039971,0.000142,0.013865,0.030554,0.028236,0.02058,0.432866,0.002167,0.625226,0.000898,0.809695,0.02983
5896,0.003095,0.068821,0.011065,0.045218,0.000483,0.014995,0.030888,0.03045,0.021652,0.444746,0.00255,0.644428,0.000589,0.816557,0.029828
5897,0.002047,0.067366,0.013171,0.042675,0.000345,0.0143,0.030935,0.030144,0.021175,0.449577,0.001989,0.641498,0.000388,0.818695,0.029105
5898,0.002985,0.069663,0.011675,0.043949,0.000473,0.015122,0.031362,0.030175,0.021407,0.444662,0.002515,0.643668,0.000541,0.816227,0.030057
5899,5.6e-05,0.067162,0.00924,0.040074,9.4e-05,0.013352,0.029583,0.027966,0.020585,0.429635,0.00207,0.622978,0.000909,0.8089,0.029062
5900,-0.000785,0.071889,0.00845,0.039426,8e-06,0.013903,0.031022,0.027525,0.020441,0.423192,0.002355,0.615353,0.001136,0.804254,0.030946
5901,0.001393,0.065846,0.01062,0.044807,0.000257,0.013685,0.029611,0.030134,0.021562,0.443477,0.002092,0.638451,0.000547,0.816028,0.02869
5902,0.000142,0.069236,0.011162,0.042594,0.000114,0.013824,0.030939,0.029511,0.021125,0.440768,0.002065,0.630721,0.000909,0.815113,0.029238
5903,0.001448,0.066759,0.01014,0.042535,0.000268,0.013879,0.029779,0.029152,0.021096,0.437588,0.002191,0.633864,0.000561,0.81333,0.029139
5904,-0.00112,0.069375,0.008984,0.041406,-4.4e-05,0.01328,0.030278,0.028401,0.020849,0.430264,0.002074,0.621877,0.00096,0.810847,0.028976
5905,0.000699,0.067258,0.01085,0.043287,0.000176,0.01367,0.030154,0.029654,0.021259,0.441314,0.002042,0.634077,0.000884,0.81562,0.028862
5906,-0.00013,0.067287,0.011199,0.043832,7.2e-05,0.013329,0.030245,0.029964,0.021375,0.44338,0.001876,0.632774,0.000865,0.817373,0.028302
5907,0.000675,0.066722,0.010805,0.045163,0.00017,0.013554,0.029962,0.03033,0.021637,0.444357,0.002027,0.637068,0.000921,0.816969,0.028591
5908,0.00132,0.068102,0.010324,0.043214,0.000257,0.014089,0.030323,0.029472,0.021236,0.438731,0.002284,0.634652,0.000956,0.814243,0.029357
5909,-0.001271,0.067464,0.011358,0.043372,-7.1e-05,0.012881,0.030312,0.029844,0.021285,0.442594,0.001694,0.629468,0.00079,0.816323,0.02799
5910,-0.001646,0.067914,0.008933,0.042486,-0.000116,0.012771,0.029724,0.028772,0.021066,0.429886,0.002002,0.622446,0.000929,0.811278,0.028312
5911,-0.001501,0.066196,0.009723,0.046352,-0.000105,0.01251,0.029378,0.030433,0.021858,0.439411,0.001891,0.630557,0.00097,0.814853,0.027874
5912,0.00128,0.065575,0.010943,0.042855,0.000242,0.01359,0.02959,0.029508,0.021174,0.441215,0.002014,0.635319,0.000514,0.81518,0.028661
5913,-0.000402,0.066856,0.010975,0.046104,3.6e-05,0.013126,0.030032,0.030733,0.021829,0.446483,0.00185,0.635011,0.00097,0.818194,0.028101
5914,-0.001786,0.066709,0.007369,0.040621,-0.000139,0.012451,0.028795,0.027588,0.020664,0.421639,0.001998,0.615797,0.000958,0.805893,0.028287
5915,-0.000413,0.06725,0.010754,0.045672,3.6e-05,0.013195,0.030104,0.030508,0.021738,0.444563,0.001897,0.63407,0.000966,0.817782,0.028207
5916,-0.001264,0.06827,0.009682,0.046482,-6.7e-05,0.013014,0.030127,0.030487,0.021884,0.439536,0.002069,0.632025,0.001017,0.817183,0.028233
5917,-0.001669,0.067299,0.007658,0.042914,-0.000122,0.01262,0.02912,0.028533,0.021131,0.42442,0.002156,0.62081,0.000999,0.809465,0.028246
5918,0.000244,0.068735,0.011803,0.04506,0.000125,0.01378,0.030976,0.030618,0.021633,0.448983,0.001934,0.637021,0.000906,0.818829,0.02884
5919,0.000287,0.067319,0.009797,0.043787,0.000124,0.013489,0.029849,0.029515,0.021342,0.436968,0.002141,0.631383,0.000975,0.814421,0.028761
5920,0.000805,0.067265,0.011989,0.044671,0.000189,0.013735,0.030516,0.030518,0.021557,0.448701,0.001935,0.638581,0.00088,0.818638,0.028681
5921,0.000946,0.066055,0.010429,0.045226,0.000202,0.013533,0.029617,0.030232,0.021643,0.442499,0.002097,0.637081,0.000942,0.816256,0.028577
5922,0.001006,0.067156,0.010701,0.043157,0.000214,0.013777,0.030082,0.029559,0.021231,0.440621,0.002099,0.634556,0.000911,0.814998,0.028969
5923,-0.002236,0.067372,0.007592,0.040905,-0.000193,0.012393,0.029088,0.027768,0.020724,0.423147,0.001936,0.615726,0.000949,0.805899,0.028284
5924,-0.001431,0.067707,0.008651,0.044824,-9e-05,0.012817,0.029592,0.02955,0.021532,0.432033,0.002112,0.627172,0.000996,0.813572,0.028213
5925,-0.00233,0.068099,0.009544,0.041908,-0.000201,0.012526,0.029945,0.028748,0.020959,0.43186,0.001788,0.619496,0.00096,0.810697,0.028085
5926,0.000106,0.067182,0.010526,0.045892,0.000101,0.013398,0.030031,0.030519,0.021779,0.443477,0.002037,0.635735,0.000982,0.817402,0.028446
5927,-0.002408,0.069786,0.009736,0.042731,-0.000204,0.012825,0.030619,0.029127,0.021128,0.433688,0.00189,0.620028,0.001051,0.812652,0.028351
5928,-0.001401,0.068525,0.010543,0.045155,-8.3e-05,0.01302,0.030462,0.030263,0.021631,0.442896,0.001821,0.630632,0.000948,0.817306,0.028175
5929,-0.002411,0.068586,0.00978,0.041423,-0.000209,0.01259,0.030186,0.028645,0.020866,0.432523,0.001756,0.61847,0.000964,0.810736,0.028145
5930,-0.001254,0.068952,0.010234,0.0426,-6.3e-05,0.013161,0.030507,0.029225,0.02111,0.43631,0.001947,0.625541,0.000909,0.813961,0.02855
5931,-0.001036,0.067524,0.010778,0.043811,-4.1e-05,0.012984,0.030172,0.029828,0.021364,0.441512,0.001788,0.629747,0.000856,0.816074,0.028145
5932,-0.001096,0.06688,0.011246,0.045308,-5.1e-05,0.01284,0.03009,0.030522,0.021673,0.446366,0.001686,0.633016,0.000854,0.817254,0.027932
5933,-0.001125,0.066373,0.009277,0.044965,-5.7e-05,0.012697,0.029309,0.029783,0.021571,0.435572,0.001961,0.628263,0.000999,0.813889,0.028022
5934,-0.00036,0.06898,0.011087,0.04229,5e-05,0.01356,0.030803,0.029373,0.021062,0.440231,0.001952,0.628651,0.000895,0.815988,0.028787
5935,-0.001381,0.067516,0.010153,0.042937,-8.4e-05,0.012826,0.02996,0.029312,0.021177,0.436687,0.001826,0.626094,0.000862,0.813736,0.028135
5936,0.00096,0.067019,0.010935,0.04565,0.000207,0.013735,0.030123,0.030554,0.021737,0.445618,0.002087,0.638799,0.000969,0.817474,0.028742
5937,-0.001968,0.068895,0.009031,0.04128,-0.000152,0.012827,0.030087,0.028364,0.020824,0.430182,0.001896,0.619082,0.000941,0.810052,0.028528
5938,-0.000605,0.067807,0.00984,0.045241,1.4e-05,0.013206,0.030019,0.030072,0.021636,0.439227,0.002033,0.63154,0.00101,0.816487,0.028357
5939,-0.000855,0.06791,0.010488,0.043101,-1.7e-05,0.013131,0.030224,0.029479,0.021216,0.438763,0.001884,0.628244,0.000887,0.815074,0.028359
5940,-0.000482,0.068141,0.011193,0.045767,3.1e-05,0.013346,0.030557,0.030687,0.021765,0.447265,0.001855,0.635025,0.000968,0.819013,0.028299
5941,7.5e-05,0.066882,0.01057,0.046371,9.6e-05,0.013327,0.029939,0.030707,0.021876,0.444181,0.002039,0.636273,0.000993,0.818696,0.028184
5942,-0.00056,0.068599,0.009921,0.044888,2.3e-05,0.013381,0.030329,0.029973,0.021566,0.439345,0.002073,0.631284,0.000996,0.816789,0.028541
5943,-0.000717,0.065838,0.009203,0.04629,-8e-06,0.012765,0.029119,0.030247,0.021837,0.435458,0.00216,0.63052,0.001084,0.815137,0.027975
5944,-0.001425,0.067717,0.009736,0.043457,-8.9e-05,0.012839,0.02991,0.029378,0.021275,0.435766,0.001892,0.625849,0.000938,0.81394,0.028169
5945,-0.001704,0.067072,0.008993,0.043972,-0.000127,0.012583,0.029447,0.029334,0.021366,0.43261,0.001929,0.625038,0.000956,0.812609,0.028042
5946,-0.000963,0.069009,0.011047,0.041715,-2.6e-05,0.013309,0.030775,0.029148,0.020946,0.438291,0.001898,0.62648,0.000821,0.814914,0.02866
5947,0.000464,0.067523,0.011025,0.043522,0.000147,0.013625,0.030297,0.029797,0.02131,0.442534,0.001996,0.633955,0.000883,0.816225,0.028784
5948,-0.000822,0.068455,0.01147,0.046357,-1e-05,0.013267,0.030747,0.030993,0.021889,0.449622,0.001784,0.635898,0.000948,0.819713,0.028217
5949,-0.000767,0.068512,0.010025,0.044501,-3e-06,0.013278,0.030318,0.029861,0.02149,0.43915,0.002013,0.630239,0.000966,0.815831,0.02848
5950,-0.00113,0.067955,0.009643,0.044457,-5.1e-05,0.013009,0.029988,0.029722,0.021475,0.436886,0.001978,0.628612,0.000971,0.815295,0.028281
5951,0.000131,0.069445,0.00924,0.041716,0.000113,0.013829,0.030427,0.028595,0.020916,0.431944,0.002266,0.62526,0.001045,0.810215,0.029713
5952,-3.5e-05,0.067122,0.011661,0.047043,8.3e-05,0.013345,0.030356,0.031295,0.02203,0.451226,0.001859,0.639079,0.000959,0.820729,0.028135
5953,-0.001417,0.067471,0.010956,0.046,-8.9e-05,0.012814,0.030212,0.030694,0.021808,0.446222,0.001709,0.632625,0.000931,0.817874,0.027933
5954,-3.9e-05,0.066943,0.009515,0.041916,8.2e-05,0.013273,0.0296,0.028732,0.020961,0.432665,0.002075,0.626546,0.000939,0.811897,0.028681
5955,-0.001109,0.068327,0.010538,0.045688,-4.7e-05,0.013105,0.030404,0.030457,0.021738,0.443514,0.001875,0.632567,0.000949,0.817956,0.028226
5956,-0.000306,0.067461,0.010783,0.04424,5e-05,0.013282,0.03018,0.029988,0.02145,0.442303,0.001914,0.631918,0.000938,0.817112,0.028326
5957,-0.000207,0.066675,0.010174,0.044289,5.9e-05,0.01316,0.029716,0.029812,0.02145,0.439639,0.001958,0.63164,0.000921,0.816011,0.028211
5958,-0.001653,0.068313,0.010809,0.043001,-0.000115,0.012876,0.030438,0.029545,0.021201,0.439758,0.001745,0.626641,0.000851,0.815015,0.028111
5959,-0.001131,0.068973,0.011395,0.045022,-4.7e-05,0.013236,0.03089,0.03048,0.021618,0.446919,0.001778,0.632885,0.000882,0.818997,0.028263
5960,0.000247,0.067638,0.011375,0.045945,0.00012,0.01356,0.030457,0.030804,0.021804,0.448312,0.001937,0.63789,0.000945,0.818711,0.028551
5961,-0.001125,0.068105,0.010655,0.044179,-5e-05,0.013057,0.030345,0.029932,0.021436,0.441627,0.001828,0.62999,0.000893,0.816558,0.028212
5962,-0.002023,0.068659,0.010943,0.045863,-0.00016,0.012788,0.030615,0.03065,0.02178,0.446168,0.001664,0.629792,0.001003,0.817235,0.028016
5963,0.000229,0.066687,0.01064,0.048072,0.000114,0.013355,0.029909,0.031358,0.02222,0.446041,0.002161,0.639112,0.001094,0.819173,0.028336
5964,-0.000198,0.067425,0.009544,0.044629,6.4e-05,0.0133,0.029801,0.02975,0.021508,0.436732,0.002127,0.630972,0.001006,0.815872,0.028405
5965,-0.000531,0.067604,0.010468,0.044378,2.3e-05,0.013209,0.03013,0.029943,0.021473,0.441089,0.001922,0.631125,0.000938,0.816513,0.028323
5966,0.000171,0.067239,0.01032,0.044996,0.000109,0.013433,0.029984,0.030124,0.021595,0.44127,0.002057,0.634039,0.000991,0.816446,0.028545
5967,-0.000261,0.068618,0.010559,0.043872,6.1e-05,0.013522,0.03053,0.029793,0.021372,0.440881,0.002021,0.630964,0.000968,0.816892,0.028619
5968,-0.001346,0.068238,0.009741,0.043364,-7.7e-05,0.012974,0.030103,0.029349,0.021256,0.435386,0.001955,0.625412,0.000958,0.813929,0.028332
5969,-0.000176,0.066811,0.009797,0.045449,6.4e-05,0.013194,0.029663,0.030127,0.021678,0.439049,0.002081,0.632452,0.00103,0.816438,0.028237
5970,-0.000686,0.068022,0.011386,0.045291,5e-06,0.013239,0.030561,0.030568,0.021672,0.447097,0.001794,0.634565,0.00088,0.818553,0.028224
5971,-0.000639,0.066859,0.009594,0.043045,6e-06,0.013003,0.029581,0.029173,0.021189,0.434479,0.001982,0.626931,0.000923,0.813193,0.028302
5972,-0.000217,0.067167,0.010781,0.045786,6e-05,0.013262,0.03009,0.030558,0.021762,0.444782,0.00193,0.635052,0.000946,0.818094,0.02822
5973,-0.001195,0.068494,0.010644,0.044095,-5.7e-05,0.013103,0.03048,0.029901,0.021419,0.441445,0.001846,0.629464,0.000902,0.816148,0.028277
5974,-0.000878,0.066815,0.009953,0.046168,-2.4e-05,0.012899,0.029692,0.030441,0.021825,0.440395,0.001981,0.63218,0.001017,0.816301,0.028074
5975,-0.000833,0.068006,0.010918,0.045635,-1.4e-05,0.013166,0.030412,0.030552,0.021734,0.445334,0.001842,0.633764,0.000931,0.818423,0.028215
5976,-0.001192,0.067983,0.010776,0.043891,-5.9e-05,0.013007,0.030332,0.029861,0.02138,0.441711,0.001789,0.629681,0.000856,0.816102,0.028162
5977,-2e-05,0.067002,0.011065,0.044575,8.4e-05,0.013318,0.030112,0.030195,0.021523,0.444549,0.001889,0.634152,0.000902,0.817936,0.028214
5978,-0.001076,0.067585,0.010224,0.04424,-4.6e-05,0.012969,0.030029,0.029817,0.021441,0.439577,0.001866,0.629155,0.000941,0.815724,0.02818
5979,0.000658,0.067353,0.011502,0.046405,0.000171,0.013681,0.030411,0.031011,0.021899,0.449735,0.001983,0.640148,0.00096,0.819071,0.028618
5980,-0.000275,0.067169,0.009989,0.04378,5.3e-05,0.013225,0.029832,0.029571,0.021344,0.437862,0.002005,0.629868,0.000956,0.815368,0.028358
5981,0.000192,0.066918,0.010756,0.045353,0.000111,0.013386,0.030003,0.030388,0.021674,0.444377,0.001966,0.635802,0.000927,0.817233,0.028421
5982,-0.000177,0.066117,0.010034,0.04609,6.1e-05,0.013062,0.029488,0.030431,0.021811,0.440692,0.002052,0.633674,0.00101,0.816939,0.028073
5983,-0.000792,0.067256,0.009758,0.043535,-1.2e-05,0.013018,0.029773,0.029409,0.021291,0.436069,0.00196,0.627663,0.000935,0.814198,0.028305
5984,0.000205,0.066557,0.0104,0.044724,0.000111,0.013316,0.02976,0.030042,0.021542,0.441466,0.001997,0.634136,0.000923,0.816359,0.028395
5985,-0.000438,0.068399,0.011003,0.044413,3.8e-05,0.013412,0.030583,0.030128,0.021489,0.444006,0.001907,0.632641,0.00091,0.817938,0.028465
5986,0.000138,0.06714,0.010863,0.04535,0.000105,0.013409,0.030113,0.030421,0.021675,0.444793,0.001958,0.635849,0.000926,0.817539,0.028438
5987,-0.001251,0.067199,0.009961,0.042714,-6.9e-05,0.012816,0.02979,0.029167,0.021129,0.435415,0.001851,0.62572,0.00086,0.813045,0.028161
5988,-0.000357,0.068468,0.010668,0.043893,4.8e-05,0.013454,0.030505,0.029833,0.021378,0.441465,0.001974,0.630976,0.000949,0.81687,0.028566
5989,-0.000908,0.067922,0.01127,0.045525,-2.3e-05,0.013123,0.030484,0.030619,0.021717,0.447174,0.001759,0.634205,0.000896,0.818886,0.028129
5990,-0.000393,0.067835,0.010742,0.044719,4.1e-05,0.013317,0.030304,0.030156,0.021546,0.443121,0.001917,0.632974,0.000911,0.817489,0.028356
5991,-0.000857,0.06768,0.01002,0.04334,-1.8e-05,0.013078,0.030002,0.029422,0.021256,0.43688,0.001944,0.627713,0.000929,0.814457,0.028351
5992,-0.00023,0.06768,0.010356,0.044814,6.1e-05,0.013349,0.030139,0.030071,0.021559,0.441224,0.001999,0.63281,0.000951,0.816949,0.0284
5993,8.6e-05,0.067529,0.010855,0.0447,0.0001,0.013462,0.030244,0.030182,0.021544,0.443733,0.001965,0.634031,0.000969,0.817068,0.028567
5994,-1e-06,0.068074,0.011048,0.043894,9.1e-05,0.013535,0.03049,0.029947,0.021385,0.443389,0.001945,0.633146,0.000879,0.816645,0.028705
5995,-0.000456,0.067843,0.010459,0.043965,3.3e-05,0.013287,0.030213,0.02979,0.021389,0.440389,0.00195,0.630467,0.000952,0.816401,0.028413
5996,-0.001107,0.068184,0.011081,0.04334,-4.7e-05,0.013087,0.030495,0.029753,0.021274,0.441852,0.001782,0.629479,0.000828,0.816283,0.028207
5997,-0.000839,0.068699,0.010721,0.04338,-1.2e-05,0.013295,0.030583,0.029661,0.021276,0.44051,0.001907,0.628972,0.000914,0.816062,0.02851
5998,-0.000591,0.067563,0.010105,0.04347,1.5e-05,0.013169,0.029996,0.029495,0.021284,0.43773,0.001961,0.628536,0.000954,0.814946,0.028384
5999,-0.000134,0.067112,0.010205,0.04511,7e-05,0.013277,0.029893,0.030129,0.021616,0.440815,0.002017,0.633074,0.000974,0.81702,0.02828
6000,-0.000119,0.067167,0.009986,0.044085,7.3e-05,0.013291,0.029839,0.029683,0.021406,0.438298,0.002033,0.631069,0.000961,0.81595,0.028354
6001,-0.000563,0.067941,0.010308,0.043457,2e-05,0.013258,0.030195,0.029556,0.021284,0.438692,0.001963,0.629366,0.000919,0.815438,0.028455
6002,-0.000341,0.067983,0.009931,0.043696,4.8e-05,0.013355,0.030107,0.029529,0.021326,0.437493,0.002054,0.629268,0.000987,0.815601,0.028522
6003,-0.000356,0.067639,0.010733,0.044941,4.5e-05,0.013294,0.030234,0.030234,0.021591,0.443294,0.00192,0.633342,0.000921,0.817571,0.028315
6004,-2.7e-05,0.067717,0.009891,0.043243,8.6e-05,0.013435,0.030005,0.029346,0.021234,0.436532,0.002099,0.6296,0.000955,0.815239,0.028566
6005,-0.000704,0.067731,0.009631,0.043686,1e-06,0.013146,0.029912,0.02943,0.021319,0.435817,0.002022,0.627975,0.000978,0.814356,0.028418
6006,-0.000561,0.066901,0.009906,0.044506,1.6e-05,0.01305,0.029706,0.029812,0.021489,0.438254,0.001968,0.630355,0.000943,0.815277,0.028232
6007,-0.00046,0.067488,0.010291,0.044493,3.1e-05,0.013213,0.030039,0.029931,0.021493,0.440274,0.001959,0.631135,0.000966,0.816484,0.028334
6008,-0.000445,0.067456,0.009967,0.043214,3.3e-05,0.013208,0.029918,0.029356,0.02123,0.436532,0.002005,0.628546,0.000922,0.814602,0.02843
6009,-0.000766,0.067528,0.009967,0.043257,-7e-06,0.013086,0.029933,0.029373,0.021238,0.436509,0.001956,0.62788,0.000904,0.814304,0.028356
6010,-0.000433,0.067582,0.010601,0.043921,3.5e-05,0.013248,0.030162,0.029815,0.021383,0.44104,0.001913,0.631064,0.000902,0.816449,0.028356
6011,-0.000346,0.068012,0.010499,0.044621,4.8e-05,0.013367,0.030296,0.030047,0.021522,0.441733,0.001975,0.632154,0.000964,0.81707,0.028433
6024,-0.00037,0.067032,0.009936,0.044469,4e-05,0.013157,0.029769,0.029808,0.021482,0.438459,0.002001,0.630491,0.000989,0.815688,0.028286
6025,-0.00059,0.068058,0.010455,0.043694,1.7e-05,0.013272,0.030283,0.02969,0.021335,0.439769,0.001946,0.629831,0.000921,0.81591,0.028435
6026,-0.000812,0.067912,0.010136,0.043117,-1.1e-05,0.013144,0.030121,0.029377,0.021213,0.437096,0.001949,0.627144,0.000926,0.814622,0.028411
6027,-0.000649,0.067213,0.009879,0.043401,6e-06,0.013073,0.029798,0.029397,0.021266,0.436454,0.001964,0.627951,0.000945,0.814344,0.028331
6028,-0.00057,0.067242,0.010049,0.043694,1.6e-05,0.013115,0.029865,0.029558,0.021328,0.437935,0.001948,0.628813,0.000962,0.815019,0.028326
6029,-0.000975,0.06722,0.009774,0.042601,-3.5e-05,0.012934,0.029751,0.029068,0.021103,0.43435,0.001924,0.625689,0.000896,0.81288,0.028278
6030,-0.000677,0.067408,0.010006,0.044219,3e-06,0.013101,0.029913,0.029741,0.021433,0.438543,0.001949,0.629817,0.000953,0.81547,0.028306
6031,-0.000523,0.067677,0.009946,0.043289,2.4e-05,0.013218,0.02999,0.02938,0.021245,0.436587,0.002008,0.628207,0.000956,0.81462,0.028457
6032,-0.000514,0.067764,0.010604,0.044065,2.5e-05,0.013249,0.030227,0.029871,0.021412,0.441369,0.001908,0.630979,0.000923,0.81651,0.028359
6033,-0.000613,0.067794,0.01006,0.043469,1.3e-05,0.013204,0.030065,0.029483,0.021283,0.437446,0.001986,0.628587,0.000946,0.814901,0.028438
6034,-0.000505,0.067603,0.010115,0.045114,2.6e-05,0.013214,0.030031,0.030108,0.021615,0.440342,0.001994,0.631992,0.000991,0.816594,0.028332
6035,-0.000923,0.067627,0.010281,0.043276,-2.7e-05,0.013044,0.030059,0.029478,0.021248,0.437913,0.001894,0.627878,0.000911,0.81488,0.028262
6036,-0.000429,0.067424,0.010309,0.044568,3.5e-05,0.013214,0.030022,0.029964,0.021508,0.440573,0.001955,0.631521,0.000957,0.81653,0.028332
6037,-0.001026,0.067606,0.010006,0.04339,-3.9e-05,0.012991,0.029965,0.029435,0.021266,0.436876,0.001913,0.627367,0.000921,0.81451,0.028266
6038,-0.000564,0.067367,0.009862,0.04473,1.7e-05,0.013139,0.029864,0.029885,0.021534,0.438535,0.002001,0.630795,0.000973,0.815822,0.028318
6039,-0.000666,0.0671,0.010106,0.043316,4e-06,0.013047,0.029824,0.029434,0.021253,0.437255,0.001928,0.628608,0.000876,0.814491,0.028282
6040,-0.001051,0.067467,0.009825,0.04373,-4.3e-05,0.012951,0.029863,0.029504,0.021331,0.436724,0.001922,0.627423,0.000953,0.814556,0.028229
6041,-0.000762,0.067916,0.010154,0.044088,-5e-06,0.013166,0.030138,0.029742,0.021409,0.439195,0.001943,0.629451,0.000961,0.815462,0.028366
6042,-0.001054,0.067976,0.009858,0.042932,-4.1e-05,0.013049,0.03005,0.029223,0.021171,0.435317,0.001957,0.62591,0.000914,0.813877,0.028381
6043,-0.000861,0.067766,0.009906,0.043915,-1.8e-05,0.013091,0.030004,0.0296,0.02137,0.437596,0.001955,0.628325,0.000974,0.815166,0.028347
6044,-0.000645,0.067723,0.010005,0.044862,9e-06,0.013176,0.030034,0.029981,0.021563,0.439477,0.001988,0.631078,0.000976,0.816383,0.028345
6045,-0.000398,0.06783,0.010382,0.043493,4e-05,0.013308,0.030183,0.029591,0.021293,0.439195,0.00197,0.629881,0.000925,0.815778,0.028472
6046,-0.000531,0.067829,0.010427,0.044211,2.4e-05,0.013252,0.030198,0.029871,0.021439,0.440733,0.00194,0.631114,0.000921,0.816601,0.028378
6047,-0.001132,0.067445,0.009699,0.043249,-5.4e-05,0.01291,0.02981,0.029287,0.021232,0.435078,0.001933,0.626138,0.000944,0.813691,0.02824
6048,-0.000873,0.067604,0.010466,0.044524,-2e-05,0.013063,0.030119,0.029997,0.021502,0.441185,0.001868,0.630811,0.000925,0.816539,0.028201
6049,-0.000892,0.06737,0.009737,0.044251,-2.4e-05,0.012998,0.029811,0.029669,0.021435,0.437161,0.001955,0.628663,0.00098,0.815,0.028249
6050,-0.000736,0.067387,0.009323,0.04456,-4e-06,0.013061,0.029701,0.029656,0.02149,0.435316,0.002067,0.629645,0.000946,0.814757,0.02832
6051,-0.000605,0.067484,0.009577,0.044081,1.3e-05,0.013139,0.029813,0.029558,0.021398,0.436117,0.002039,0.629198,0.000961,0.814868,0.028375
6052,-0.001032,0.067992,0.010056,0.04456,-3.9e-05,0.013065,0.03013,0.029888,0.021503,0.439431,0.001922,0.62955,0.000971,0.815385,0.028267
6053,-0.001288,0.067867,0.009811,0.043946,-7.1e-05,0.012928,0.029997,0.029583,0.021375,0.437214,0.001901,0.627282,0.000956,0.814759,0.02822
6054,-0.000879,0.067982,0.010051,0.043038,-2e-05,0.013128,0.030117,0.029322,0.021196,0.436577,0.001951,0.627022,0.000936,0.814273,0.02842
6055,-0.001077,0.068131,0.010102,0.043875,-4.4e-05,0.013074,0.030187,0.029649,0.021365,0.438529,0.001915,0.628363,0.000926,0.815558,0.028309
6056,-0.000934,0.067744,0.01012,0.043207,-2.7e-05,0.013059,0.030051,0.029404,0.021231,0.437074,0.001921,0.627585,0.000903,0.814508,0.028324
6057,-0.000835,0.067765,0.010045,0.044432,-1.5e-05,0.013104,0.030051,0.029835,0.021476,0.439048,0.001944,0.629595,0.000973,0.815931,0.028303
6058,-0.001104,0.067393,0.009758,0.04268,-5e-05,0.012913,0.029805,0.029094,0.021119,0.434381,0.00192,0.625488,0.000908,0.812998,0.028266
6059,-0.001287,0.067262,0.009252,0.043008,-7.4e-05,0.012801,0.029601,0.029058,0.021176,0.432273,0.001975,0.624611,0.000945,0.812296,0.028227
6060,-0.000558,0.067188,0.00952,0.044258,1.8e-05,0.013101,0.029692,0.029604,0.021433,0.436045,0.00204,0.629293,0.000991,0.814825,0.028325
6061,-0.000953,0.067596,0.010209,0.043621,-3e-05,0.013024,0.030028,0.029583,0.021316,0.43836,0.00189,0.628272,0.000921,0.815233,0.028245
6062,-0.000876,0.067762,0.010303,0.044617,-2e-05,0.01309,0.030127,0.029983,0.021518,0.440655,0.0019,0.630568,0.000947,0.816514,0.028242
6063,-0.000737,0.067699,0.010178,0.043208,-3e-06,0.013135,0.03006,0.029421,0.021232,0.437447,0.001941,0.628,0.000924,0.814738,0.028375
6064,-0.00058,0.067737,0.009789,0.043654,1.7e-05,0.013203,0.029965,0.029467,0.021315,0.436544,0.002025,0.628621,0.00095,0.814798,0.028438
6065,-0.001129,0.067833,0.009805,0.043633,-5.2e-05,0.012988,0.029985,0.029465,0.021311,0.436573,0.001932,0.627178,0.000936,0.814349,0.028279
6066,-0.000887,0.066969,0.010002,0.044245,-2.5e-05,0.012926,0.029746,0.029745,0.021438,0.438494,0.00189,0.629234,0.000936,0.814963,0.028159
6067,-0.00104,0.067568,0.009718,0.043845,-4.2e-05,0.012973,0.029868,0.029515,0.021353,0.436486,0.001936,0.627677,0.00094,0.814524,0.028262
6068,-0.000885,0.067778,0.010207,0.045096,-2.1e-05,0.013088,0.030108,0.030131,0.021613,0.440888,0.001919,0.631144,0.000976,0.816816,0.028234
6069,-0.001157,0.06773,0.009728,0.043505,-5.6e-05,0.012955,0.029923,0.029393,0.021284,0.435743,0.001942,0.626751,0.000939,0.814191,0.028269
6070,-0.000792,0.067688,0.010049,0.044647,-1e-05,0.013107,0.030027,0.029915,0.02152,0.439253,0.001956,0.6306,0.000947,0.816108,0.028295
6071,-0.000686,0.067504,0.010241,0.044277,3e-06,0.01312,0.030019,0.029836,0.021449,0.439702,0.001925,0.630298,0.000942,0.815837,0.028285
